Agent,attribute,value,intra_p,excl_p,v_score
Crawl4AI_Stealth,connection-js_rtt,0,0.44,0.9341,0.411
Crawl4AI_Stealth,connection-js_rtt,100,0.32,0.6508,0.2082
Crawl4AI_Stealth,connection-js_rtt,50,0.14,0.8492,0.1189
Crawl4AI_Stealth,connection-js_rtt,150,0.1,0.8447,0.0845
Crawl4AI_Stealth,permissions,SUPPORTED,1.0,0.0,0.0
Crawl4AI_Stealth,connection-js_downlinkMax,MISSING,1.0,0.0,0.0
Crawl4AI_Stealth,cdn-loop,MISSING,1.0,0.0,0.0
Crawl4AI_Stealth,audioContext_state,suspended,0.8,0.3962,0.317
Crawl4AI_Stealth,audioContext_state,running,0.2,0.6038,0.1208
Crawl4AI_Stealth,multiMediaDevices,SUPPORTED,1.0,0.0023,0.0023
Crawl4AI_Stealth,detailChrome_runtime,35,1.0,0.9508,0.9508
Crawl4AI_Stealth,"videoFormats_video/ogg; codecs=""opus""",probably,1.0,0.128,0.128
Crawl4AI_Stealth,permissions_camera,NOT_SUPPORTED,1.0,0.9129,0.9129
Crawl4AI_Stealth,multiMediaDevices_webcams,1,1.0,0.225,0.225
Crawl4AI_Stealth,permissions_accelerometer,NOT_SUPPORTED,1.0,0.7848,0.7848
Crawl4AI_Stealth,resOverflow_errorMessage,Maximum call stack size exceeded,1.0,0.128,0.128
Crawl4AI_Stealth,userAgentData_model,MISSING,1.0,0.0,0.0
Crawl4AI_Stealth,videoFormats,SUPPORTED,1.0,0.0,0.0
Crawl4AI_Stealth,screen_pixel_depth,24,1.0,0.2348,0.2348
Crawl4AI_Stealth,user-agent,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",0.12,1.0,0.12
Crawl4AI_Stealth,user-agent,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",0.1,1.0,0.1
Crawl4AI_Stealth,user-agent,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",0.08,1.0,0.08
Crawl4AI_Stealth,user-agent,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",0.08,1.0,0.08
Crawl4AI_Stealth,user-agent,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",0.06,1.0,0.06
Crawl4AI_Stealth,user-agent,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",0.06,1.0,0.06
Crawl4AI_Stealth,user-agent,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",0.06,1.0,0.06
Crawl4AI_Stealth,user-agent,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",0.06,1.0,0.06
Crawl4AI_Stealth,user-agent,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.7113.93 Safari/537.36",0.04,1.0,0.04
Crawl4AI_Stealth,user-agent,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",0.04,1.0,0.04
Crawl4AI_Stealth,user-agent,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",0.04,1.0,0.04
Crawl4AI_Stealth,user-agent,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",0.04,1.0,0.04
Crawl4AI_Stealth,user-agent,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",0.04,1.0,0.04
Crawl4AI_Stealth,user-agent,"Mozilla/5.0 (X11; CrOS x86_64 14150.87.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.124 Safari/537.36",0.02,1.0,0.02
Crawl4AI_Stealth,user-agent,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",0.02,1.0,0.02
Crawl4AI_Stealth,user-agent,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.55 Safari/537.36",0.02,1.0,0.02
Crawl4AI_Stealth,user-agent,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",0.02,1.0,0.02
Crawl4AI_Stealth,user-agent,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",0.02,1.0,0.02
Crawl4AI_Stealth,user-agent,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",0.02,1.0,0.02
Crawl4AI_Stealth,user-agent,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.55 Safari/537.36",0.02,1.0,0.02
Crawl4AI_Stealth,user-agent,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",0.02,1.0,0.02
Crawl4AI_Stealth,user-agent,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",0.02,1.0,0.02
Crawl4AI_Stealth,audioFormats,SUPPORTED,1.0,0.0,0.0
Crawl4AI_Stealth,screen_availWidth,1080,1.0,0.9242,0.9242
Crawl4AI_Stealth,navigator_properties,SUPPORTED,1.0,0.0,0.0
Crawl4AI_Stealth,permissions_microphone,NOT_SUPPORTED,1.0,0.9129,0.9129
Crawl4AI_Stealth,webDriverValue,MISSING,1.0,0.9129,0.9129
Crawl4AI_Stealth,sec-fetch-dest,empty,1.0,0.0,0.0
Crawl4AI_Stealth,screen_availTop,0,1.0,0.2515,0.2515
Crawl4AI_Stealth,window_outer_width,1088,1.0,0.9242,0.9242
Crawl4AI_Stealth,battery_ondischargingtimechange,MISSING,1.0,0.0,0.0
Crawl4AI_Stealth,audioFormats_audio/aac,probably,1.0,0.128,0.128
Crawl4AI_Stealth,x-forwarded-proto,https,1.0,0.0,0.0
Crawl4AI_Stealth,gyroscope,True,1.0,0.128,0.128
Crawl4AI_Stealth,accept,"text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8",1.0,1.0,1.0
Crawl4AI_Stealth,userAgentData_platformVersion,MISSING,1.0,0.1674,0.1674
Crawl4AI_Stealth,screen_availHeight,600,1.0,0.9242,0.9242
Crawl4AI_Stealth,languages-js,"en-US,en",1.0,0.2788,0.2788
Crawl4AI_Stealth,audioFormats_audio/mpeg,probably,1.0,0.128,0.128
Crawl4AI_Stealth,platform,Win64,0.6,1.0,0.6
Crawl4AI_Stealth,platform,MacIntel,0.22,0.8424,0.1853
Crawl4AI_Stealth,platform,Linux x86_x64,0.18,1.0,0.18
Crawl4AI_Stealth,sec-ch-ua-mobile,?0,1.0,0.128,0.128
Crawl4AI_Stealth,timezone,-60,1.0,0.3932,0.3932
Crawl4AI_Stealth,accept-language,"en-AU,*;q=0.5",0.06,1.0,0.06
Crawl4AI_Stealth,accept-language,"sk,*;q=0.5",0.06,1.0,0.06
Crawl4AI_Stealth,accept-language,"pl,*;q=0.5",0.06,1.0,0.06
Crawl4AI_Stealth,accept-language,",*;q=0.5",0.06,1.0,0.06
Crawl4AI_Stealth,accept-language,"ca,*;q=0.5",0.06,1.0,0.06
Crawl4AI_Stealth,accept-language,"ja,*;q=0.5",0.06,1.0,0.06
Crawl4AI_Stealth,accept-language,"en,*;q=0.5",0.04,1.0,0.04
Crawl4AI_Stealth,accept-language,"fy-NL,*;q=0.5",0.04,1.0,0.04
Crawl4AI_Stealth,accept-language,"ru,*;q=0.5",0.04,1.0,0.04
Crawl4AI_Stealth,accept-language,"pt-PT,*;q=0.5",0.04,1.0,0.04
Crawl4AI_Stealth,accept-language,"en-GB,*;q=0.5",0.04,1.0,0.04
Crawl4AI_Stealth,accept-language,"de-BE,*;q=0.5",0.04,1.0,0.04
Crawl4AI_Stealth,accept-language,"fo,*;q=0.5",0.02,1.0,0.02
Crawl4AI_Stealth,accept-language,"cs,*;q=0.5",0.02,1.0,0.02
Crawl4AI_Stealth,accept-language,"br,*;q=0.5",0.02,1.0,0.02
Crawl4AI_Stealth,accept-language,"ro,*;q=0.5",0.02,1.0,0.02
Crawl4AI_Stealth,accept-language,"de-CH,*;q=0.5",0.02,1.0,0.02
Crawl4AI_Stealth,accept-language,"tvl,*;q=0.5",0.02,1.0,0.02
Crawl4AI_Stealth,accept-language,"sm,*;q=0.5",0.02,1.0,0.02
Crawl4AI_Stealth,accept-language,"es-US,*;q=0.5",0.02,1.0,0.02
Crawl4AI_Stealth,accept-language,"de,*;q=0.5",0.02,1.0,0.02
Crawl4AI_Stealth,accept-language,"de-IT,*;q=0.5",0.02,1.0,0.02
Crawl4AI_Stealth,accept-language,"ug,*;q=0.5",0.02,1.0,0.02
Crawl4AI_Stealth,accept-language,"sl,*;q=0.5",0.02,1.0,0.02
Crawl4AI_Stealth,accept-language,"fr-FR,*;q=0.5",0.02,1.0,0.02
Crawl4AI_Stealth,accept-language,"ar-IL,*;q=0.5",0.02,1.0,0.02
Crawl4AI_Stealth,accept-language,"nl-BE,*;q=0.5",0.02,1.0,0.02
Crawl4AI_Stealth,accept-language,"ku,*;q=0.5",0.02,1.0,0.02
Crawl4AI_Stealth,accept-language,"da,*;q=0.5",0.02,1.0,0.02
Crawl4AI_Stealth,accept-language,"sv-SE,*;q=0.5",0.02,1.0,0.02
Crawl4AI_Stealth,accept-language,"se,*;q=0.5",0.02,1.0,0.02
Crawl4AI_Stealth,accept-language,"fa-IR,*;q=0.5",0.02,1.0,0.02
Crawl4AI_Stealth,sec-ch-ua-form-factors,desktop,1.0,1.0,1.0
Crawl4AI_Stealth,content-type,application/json,1.0,0.0,0.0
Crawl4AI_Stealth,userAgentData_platform,MISSING,1.0,0.6015,0.6015
Crawl4AI_Stealth,detailChrome_webstore,NOT_SUPPORTED,1.0,0.128,0.128
Crawl4AI_Stealth,audioContext,SUPPORTED,1.0,0.0,0.0
Crawl4AI_Stealth,signature-agent,MISSING,1.0,0.0492,0.0492
Crawl4AI_Stealth,permissions_payment-handler,NOT_SUPPORTED,1.0,0.7848,0.7848
Crawl4AI_Stealth,navigator_properties_total,77,1.0,0.9129,0.9129
Crawl4AI_Stealth,detailChrome_connect,47,1.0,0.9508,0.9508
Crawl4AI_Stealth,sec-fetch-user,MISSING,1.0,0.0,0.0
Crawl4AI_Stealth,battery_onlevelchange,MISSING,1.0,0.0,0.0
Crawl4AI_Stealth,etsl,33,1.0,0.128,0.128
Crawl4AI_Stealth,vendor,Google Inc.,1.0,0.128,0.128
Crawl4AI_Stealth,client_width,1049,0.5,0.9492,0.4746
Crawl4AI_Stealth,client_width,1064,0.5,0.975,0.4875
Crawl4AI_Stealth,resOverflow_errorName,RangeError,1.0,0.128,0.128
Crawl4AI_Stealth,permissions_clipboard-read,NOT_SUPPORTED,1.0,0.7848,0.7848
Crawl4AI_Stealth,window_inner_height,600,1.0,0.9242,0.9242
Crawl4AI_Stealth,connection-js_downlink,1.55,0.2,0.8992,0.1798
Crawl4AI_Stealth,connection-js_downlink,1.6,0.18,0.9106,0.1639
Crawl4AI_Stealth,connection-js_downlink,1.75,0.16,0.9242,0.1479
Crawl4AI_Stealth,connection-js_downlink,1.5,0.12,0.8886,0.1066
Crawl4AI_Stealth,connection-js_downlink,1.7,0.08,0.9242,0.0739
Crawl4AI_Stealth,connection-js_downlink,1.45,0.08,0.8917,0.0713
Crawl4AI_Stealth,connection-js_downlink,1.65,0.04,0.9114,0.0365
Crawl4AI_Stealth,connection-js_downlink,10,0.04,0.922,0.0369
Crawl4AI_Stealth,connection-js_downlink,3.3,0.02,0.9985,0.02
Crawl4AI_Stealth,connection-js_downlink,3.2,0.02,0.9985,0.02
Crawl4AI_Stealth,connection-js_downlink,6.8,0.02,1.0,0.02
Crawl4AI_Stealth,connection-js_downlink,6.85,0.02,0.9992,0.02
Crawl4AI_Stealth,connection-js_downlink,4.85,0.02,1.0,0.02
Crawl4AI_Stealth,window_screenX,400,1.0,0.9242,0.9242
Crawl4AI_Stealth,cookie_behavior,ROTATING_COOKIE,1.0,0.4114,0.4114
Crawl4AI_Undetected_Browser,iframeChrome,object,1.0,0.128,0.128
Crawl4AI_Undetected_Browser,userAgentData_mobile,False,0.74,0.4265,0.3156
Crawl4AI_Undetected_Browser,userAgentData_mobile,MISSING,0.26,0.5735,0.1491
Crawl4AI_Undetected_Browser,chromeRuntimeProps,NOT_SUPPORTED,0.74,0.375,0.2775
Crawl4AI_Undetected_Browser,chromeRuntimeProps,MISSING,0.26,0.625,0.1625
Crawl4AI_Undetected_Browser,audioContext_sampleRate,44100,1.0,0.6121,0.6121
Crawl4AI_Undetected_Browser,permissions_midi,prompt,1.0,0.4114,0.4114
Crawl4AI_Undetected_Browser,host,api.example.org,1.0,0.0,0.0
Crawl4AI_Undetected_Browser,permissions_geolocation,prompt,1.0,0.4492,0.4492
Crawl4AI_Undetected_Browser,dnt,MISSING,1.0,0.0379,0.0379
Crawl4AI_Undetected_Browser,priority,"u=1, i",1.0,0.5212,0.5212
Crawl4AI_Undetected_Browser,signature,MISSING,1.0,0.0492,0.0492
Crawl4AI_Undetected_Browser,screen_left,MISSING,1.0,0.128,0.128
Crawl4AI_Undetected_Browser,doNotTrack,NC,1.0,0.0636,0.0636
Crawl4AI_Undetected_Browser,permissions_background-sync,granted,1.0,0.5394,0.5394
Crawl4AI_Undetected_Browser,detailChrome_loadTimes,37,1.0,0.1773,0.1773
Crawl4AI_Undetected_Browser,sec-fetch-mode,cors,1.0,0.0,0.0
Crawl4AI_Undetected_Browser,battery_onchargingchange,MISSING,1.0,0.0,0.0
Crawl4AI_Undetected_Browser,origin,https://example.org,0.1,0.85,0.085
Crawl4AI_Undetected_Browser,origin,https://site1.example.org,0.1,0.9152,0.0915
Crawl4AI_Undetected_Browser,origin,https://site2.example.org,0.1,0.9144,0.0914
Crawl4AI_Undetected_Browser,origin,https://site3.example.org,0.1,0.9045,0.0905
Crawl4AI_Undetected_Browser,origin,https://site4.example.org,0.1,0.8758,0.0876
Crawl4AI_Undetected_Browser,origin,https://site5.example.org,0.1,0.9144,0.0914
Crawl4AI_Undetected_Browser,origin,https://site6.example.org,0.1,0.9098,0.091
Crawl4AI_Undetected_Browser,origin,https://site8.example.org,0.1,0.8758,0.0876
Crawl4AI_Undetected_Browser,origin,https://site9.example.org,0.1,0.9182,0.0918
Crawl4AI_Undetected_Browser,origin,https://site7.example.org,0.1,0.922,0.0922
Crawl4AI_Undetected_Browser,screen_availLeft,0,1.0,0.2121,0.2121
Crawl4AI_Undetected_Browser,content-length,35986.0,0.24,1.0,0.24
Crawl4AI_Undetected_Browser,content-length,35987.0,0.2,1.0,0.2
Crawl4AI_Undetected_Browser,content-length,34705.0,0.1,1.0,0.1
Crawl4AI_Undetected_Browser,content-length,34706.0,0.1,1.0,0.1
Crawl4AI_Undetected_Browser,content-length,35985.0,0.1,1.0,0.1
Crawl4AI_Undetected_Browser,content-length,35984.0,0.1,1.0,0.1
Crawl4AI_Undetected_Browser,content-length,35945.0,0.08,1.0,0.08
Crawl4AI_Undetected_Browser,content-length,34704.0,0.06,1.0,0.06
Crawl4AI_Undetected_Browser,content-length,35946.0,0.02,1.0,0.02
Crawl4AI_Undetected_Browser,connection-js_saveData,False,1.0,0.128,0.128
Crawl4AI_Undetected_Browser,webGLRendererException,t7TqrxctHGyb,0.74,0.4583,0.3392
Crawl4AI_Undetected_Browser,webGLRendererException,MISSING,0.26,0.6758,0.1757
Crawl4AI_Undetected_Browser,connection,MISSING,1.0,0.0,0.0
Crawl4AI_Undetected_Browser,multiMediaDevices_micros,1,1.0,0.2136,0.2136
Crawl4AI_Undetected_Browser,cf-visitor,MISSING,1.0,0.0,0.0
Crawl4AI_Undetected_Browser,client_height,2380,0.54,0.9561,0.5163
Crawl4AI_Undetected_Browser,client_height,127,0.2,0.8061,0.1612
Crawl4AI_Undetected_Browser,client_height,2434,0.2,0.9932,0.1986
Crawl4AI_Undetected_Browser,client_height,27,0.06,0.9311,0.0559
Crawl4AI_Undetected_Browser,buildID,NOT_SUPPORTED,1.0,0.128,0.128
Crawl4AI_Undetected_Browser,cf-ray,MISSING,1.0,0.0,0.0
Crawl4AI_Undetected_Browser,detailChrome,SUPPORTED,1.0,0.128,0.128
Crawl4AI_Undetected_Browser,sec-ch-ua-platform,"""Linux""",1.0,0.4402,0.4402
Crawl4AI_Undetected_Browser,detailChrome_csi,37,1.0,0.1773,0.1773
Crawl4AI_Undetected_Browser,permissions_persistent-storage,prompt,1.0,0.4114,0.4114
Crawl4AI_Undetected_Browser,userAgentData_wow64,False,0.74,0.4265,0.3156
Crawl4AI_Undetected_Browser,userAgentData_wow64,MISSING,0.26,0.5735,0.1491
Crawl4AI_Undetected_Browser,keyboard,"²*^$;à&é""'(-è_ç=<qbcdefghijkl,noparstuvzxyw):ùm!",1.0,0.8182,0.8182
Crawl4AI_Undetected_Browser,userAgentData_architecture,x86,0.74,0.528,0.3907
Crawl4AI_Undetected_Browser,userAgentData_architecture,MISSING,0.26,0.5735,0.1491
Crawl4AI_Undetected_Browser,audioFormats_audio/x-mpegurl,maybe,1.0,0.1773,0.1773
Crawl4AI_Undetected_Browser,detailChrome_app,35,1.0,0.1773,0.1773
Crawl4AI_Undetected_Browser,resOverflow,SUPPORTED,1.0,0.0,0.0
Crawl4AI_Undetected_Browser,audioFormats_audio/flac,probably,1.0,0.128,0.128
Crawl4AI_Undetected_Browser,productSub,20030107,1.0,0.128,0.128
Crawl4AI_Undetected_Browser,connection-js_type,MISSING,1.0,0.0985,0.0985
Crawl4AI_Undetected_Browser,connection-js_effectiveType,4g,1.0,0.1538,0.1538
Crawl4AI_Undetected_Browser,accept-encoding,"gzip, deflate, br, zstd",1.0,0.0379,0.0379
Crawl4AI_Undetected_Browser,screen_depth,24,1.0,0.2348,0.2348
Crawl4AI_Undetected_Browser,permissions_magnetometer,granted,1.0,0.5394,0.5394
Crawl4AI_Undetected_Browser,cf-connecting-ip,MISSING,1.0,0.0,0.0
Crawl4AI_Undetected_Browser,screen_width,1080,1.0,0.9242,0.9242
Crawl4AI_Undetected_Browser,referer,INTERNAL,1.0,0.0379,0.0379
Crawl4AI_Undetected_Browser,signature-input,MISSING,1.0,0.0492,0.0492
Crawl4AI_Undetected_Browser,screen_top,MISSING,1.0,0.128,0.128
Crawl4AI_Undetected_Browser,userAgentData_fullVersionList,Chromium:145.0.7632.6|Not:A-Brand:99.0.0.0,0.74,0.9545,0.7064
Crawl4AI_Undetected_Browser,userAgentData_fullVersionList,MISSING,0.26,0.5417,0.1408
Crawl4AI_Undetected_Browser,window_device_pixel_ratio,1.0,1.0,0.1462,0.1462
Crawl4AI_Undetected_Browser,battery,SUPPORTED,1.0,0.128,0.128
Crawl4AI_Undetected_Browser,resOverflow_depth,8925,0.74,0.928,0.6867
Crawl4AI_Undetected_Browser,resOverflow_depth,8910,0.2,0.9697,0.1939
Crawl4AI_Undetected_Browser,resOverflow_depth,8899,0.06,0.9735,0.0584
Crawl4AI_Undetected_Browser,battery_onchargingtimechange,MISSING,1.0,0.0,0.0
Crawl4AI_Undetected_Browser,userAgentData_brands,Chromium:145|Not:A-Brand:99,0.74,0.9318,0.6895
Crawl4AI_Undetected_Browser,userAgentData_brands,MISSING,0.26,0.5735,0.1491
Crawl4AI_Undetected_Browser,screen_height,600,1.0,0.9242,0.9242
Crawl4AI_Undetected_Browser,userAgentData_formFactors,Desktop,0.74,0.4583,0.3392
Crawl4AI_Undetected_Browser,userAgentData_formFactors,MISSING,0.26,0.5417,0.1408
Crawl4AI_Undetected_Browser,sec-ch-ua,"""Chromium"";v=""116"", ""Not_A Brand"";v=""8"", ""Google Chrome"";v=""116""",1.0,0.9621,0.9621
Crawl4AI_Undetected_Browser,upgrade-insecure-requests,MISSING,1.0,0.0,0.0
Crawl4AI_Undetected_Browser,multiMediaDevices_speakers,1,1.0,0.3333,0.3333
Crawl4AI_Undetected_Browser,permissions_push,NOT_SUPPORTED,1.0,0.128,0.128
Crawl4AI_Undetected_Browser,permissions_notifications,prompt,1.0,0.5674,0.5674
Crawl4AI_Undetected_Browser,permissions_clipboard-write,granted,1.0,0.5394,0.5394
Crawl4AI_Undetected_Browser,userAgentData,SUPPORTED,0.74,0.4265,0.3156
Crawl4AI_Undetected_Browser,userAgentData,MISSING,0.26,0.6758,0.1757
Crawl4AI_Undetected_Browser,hardwareConcurrency,8,1.0,0.3402,0.3402
Crawl4AI_Undetected_Browser,battery_chargingTime,0,1.0,0.3818,0.3818
Crawl4AI_Undetected_Browser,battery_charging,True,1.0,0.2333,0.2333
Crawl4AI_Undetected_Browser,battery_dischargingTime,MISSING,1.0,0.0947,0.0947
Crawl4AI_Undetected_Browser,navigator_properties_hash,XY0_CstcP1u9,1.0,0.4402,0.4402
Crawl4AI_Undetected_Browser,audioFormats_audio/3gpp,MISSING,1.0,0.1561,0.1561
Crawl4AI_Undetected_Browser,cf-ipcountry,MISSING,1.0,0.0,0.0
Crawl4AI_Undetected_Browser,userAgentData_bitness,64,0.74,0.4583,0.3392
Crawl4AI_Undetected_Browser,userAgentData_bitness,MISSING,0.26,0.5417,0.1408
Crawl4AI_Undetected_Browser,plugins,Plugin 0: PDF Viewer; Portable Document Format; internal-pdf-viewer. Plugin 1: Chrome PDF Viewer; Portable Document Format; internal-pdf-viewer. Plugin 2: Chromium PDF Viewer; Portable Document Format; internal-pdf-viewer. Plugin 3: Microsoft Edge PDF Viewer; Portable Document Format; internal-pdf-viewer. Plugin 4: WebKit built-in PDF; Portable Document Format; internal-pdf-viewer. ,1.0,0.3189,0.3189
Crawl4AI_Undetected_Browser,window_outer_height,685,1.0,0.9242,0.9242
Crawl4AI_Undetected_Browser,deviceMemory,8.0,1.0,0.1288,0.1288
Crawl4AI_Undetected_Browser,battery_level,1,0.98,0.4485,0.4395
Crawl4AI_Undetected_Browser,battery_level,0.99,0.02,0.9697,0.0194
Crawl4AI_Undetected_Browser,sec-fetch-site,same-site,1.0,0.0,0.0
Crawl4AI_Undetected_Browser,resOverflow_errorStacklength,873,0.64,0.6591,0.4218
Crawl4AI_Undetected_Browser,resOverflow_errorStacklength,1074,0.2,0.9386,0.1877
Crawl4AI_Undetected_Browser,resOverflow_errorStacklength,819,0.1,0.897,0.0897
Crawl4AI_Undetected_Browser,resOverflow_errorStacklength,1008,0.06,0.7818,0.0469
Crawl4AI_Undetected_Browser,window_inner_width,1080,1.0,0.9242,0.9242
Crawl4AI_Undetected_Browser,connection-js,SUPPORTED,1.0,0.128,0.128
Crawl4AI_Undetected_Browser,alt-used,MISSING,1.0,0.0144,0.0144
Crawl4AI_Undetected_Browser,userAgent-js,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/116.0.0.0 Safari/537.36,1.0,1.0,1.0
Crawl4AI_Undetected_Browser,detailChrome_sendMessage,59,1.0,0.2152,0.2152
Crawl4AI_Undetected_Browser,hasChrome,True,1.0,0.128,0.128
Crawl4AI_Undetected_Browser,connection-js_rtt,100,0.82,0.6697,0.5492
Crawl4AI_Undetected_Browser,connection-js_rtt,150,0.14,0.8462,0.1185
Crawl4AI_Undetected_Browser,connection-js_rtt,0,0.02,0.9182,0.0184
Crawl4AI_Undetected_Browser,connection-js_rtt,50,0.02,0.8447,0.0169
Crawl4AI_Undetected_Browser,permissions,SUPPORTED,1.0,0.0,0.0
Crawl4AI_Undetected_Browser,connection-js_downlinkMax,MISSING,1.0,0.0,0.0
Crawl4AI_Undetected_Browser,cdn-loop,MISSING,1.0,0.0,0.0
Crawl4AI_Undetected_Browser,audioContext_state,suspended,0.8,0.3962,0.317
Crawl4AI_Undetected_Browser,audioContext_state,running,0.2,0.6038,0.1208
Crawl4AI_Undetected_Browser,multiMediaDevices,SUPPORTED,1.0,0.0023,0.0023
Crawl4AI_Undetected_Browser,detailChrome_runtime,NOT_SUPPORTED,1.0,0.2152,0.2152
Crawl4AI_Undetected_Browser,"videoFormats_video/ogg; codecs=""opus""",probably,1.0,0.128,0.128
Crawl4AI_Undetected_Browser,permissions_camera,prompt,1.0,0.4114,0.4114
Crawl4AI_Undetected_Browser,multiMediaDevices_webcams,1,1.0,0.225,0.225
Crawl4AI_Undetected_Browser,permissions_accelerometer,granted,1.0,0.5394,0.5394
Crawl4AI_Undetected_Browser,resOverflow_errorMessage,Maximum call stack size exceeded,1.0,0.128,0.128
Crawl4AI_Undetected_Browser,userAgentData_model,MISSING,1.0,0.0,0.0
Crawl4AI_Undetected_Browser,videoFormats,SUPPORTED,1.0,0.0,0.0
Crawl4AI_Undetected_Browser,screen_pixel_depth,24,1.0,0.2348,0.2348
Crawl4AI_Undetected_Browser,user-agent,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/116.0.0.0 Safari/537.36,1.0,1.0,1.0
Crawl4AI_Undetected_Browser,audioFormats,SUPPORTED,1.0,0.0,0.0
Crawl4AI_Undetected_Browser,screen_availWidth,1080,1.0,0.9242,0.9242
Crawl4AI_Undetected_Browser,navigator_properties,SUPPORTED,1.0,0.0,0.0
Crawl4AI_Undetected_Browser,permissions_microphone,prompt,1.0,0.4114,0.4114
Crawl4AI_Undetected_Browser,webDriverValue,False,1.0,0.3515,0.3515
Crawl4AI_Undetected_Browser,sec-fetch-dest,empty,1.0,0.0,0.0
Crawl4AI_Undetected_Browser,screen_availTop,0,1.0,0.2515,0.2515
Crawl4AI_Undetected_Browser,window_outer_width,1088,1.0,0.9242,0.9242
Crawl4AI_Undetected_Browser,battery_ondischargingtimechange,MISSING,1.0,0.0,0.0
Crawl4AI_Undetected_Browser,audioFormats_audio/aac,probably,1.0,0.128,0.128
Crawl4AI_Undetected_Browser,x-forwarded-proto,https,1.0,0.0,0.0
Crawl4AI_Undetected_Browser,gyroscope,True,1.0,0.128,0.128
Crawl4AI_Undetected_Browser,accept,*/*,1.0,0.0379,0.0379
Crawl4AI_Undetected_Browser,userAgentData_platformVersion,MISSING,1.0,0.1674,0.1674
Crawl4AI_Undetected_Browser,screen_availHeight,600,1.0,0.9242,0.9242
Crawl4AI_Undetected_Browser,languages-js,en-US,1.0,0.9061,0.9061
Crawl4AI_Undetected_Browser,audioFormats_audio/mpeg,probably,1.0,0.128,0.128
Crawl4AI_Undetected_Browser,platform,Linux x86_64,1.0,0.2614,0.2614
Crawl4AI_Undetected_Browser,sec-ch-ua-mobile,?0,1.0,0.128,0.128
Crawl4AI_Undetected_Browser,timezone,-60,1.0,0.3932,0.3932
Crawl4AI_Undetected_Browser,accept-language,"en-US,en;q=0.9",1.0,0.2106,0.2106
